WDID	Status	SSOq Population Served	Last Updated	Dev Plan Schedule DT	Goal DT	Org DT	Legal Auth DT	Operation Maint DT	Design Perf Prov DT	Overflow Emerg Resp Plan DT	Fog Cntl Program DT	Sys Eval Cap Assur Plan	Monit Meas Program Modi DT	SSMP Program Audit DT	Commun Program DT	Complete SSMP Impl DT	Five Year Update DT	Note	Url	SSMP Uploaded	
7SSO10516	Active	10,000	01/29/2011	11/17/2010	12/31/2010	01/29/2011	01/28/2011	01/29/2011		01/29/2011	01/29/2011									No	
7SSO10519	Active	16,708	06/07/2012	01/01/2015	01/01/2015	01/01/2015	01/01/2015	01/01/2015	01/01/2015	05/21/2012	01/01/2015	01/01/2015	01/01/2015	01/01/2015	01/01/2015	01/01/2015	01/01/2020			No	
7SSO10520	Active	41,904	03/12/2015	11/02/2007	11/02/2007	11/02/2007	05/02/2009	05/02/2009	08/02/2009	05/02/2009	05/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	03/12/0015			No	
7SSO10523	Active	1,710	07/16/2014	08/09/2006	09/24/2007	10/18/2007	01/22/2009	10/06/2008	01/22/2009	03/13/2008	03/10/2009	10/28/2008	06/02/2009	02/25/2009	12/09/2008	07/21/2009	07/16/2014	5 year update. Information changes only.		Yes	
7SSO10524	Active	1,207	10/06/2010	07/29/2010	07/30/2010	08/02/2010	08/04/2010	08/09/2010	08/16/2010	08/23/2010	08/31/2010	09/09/2010	09/13/2010	09/14/2010	09/15/2010	09/21/2010	09/21/2015			No	
7SSO10525	Active	44,311	05/19/2016	05/19/2014	05/19/2014	05/19/2014	05/19/2014	05/19/2014	05/19/2014	05/19/2014	05/19/2014	05/19/2014	05/19/2014	05/19/2014	05/19/2014	05/19/2014				Yes	
7SSO10526	Active	2,500	06/23/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2016			No	
7SSO10527	Active	6,900	11/15/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/05/2015	certified at the September 16, 2010 board meeting		No	
7SSO10528	Active	6,034	11/05/2015	11/05/2015	11/05/2015	11/05/2015	11/05/2015	11/05/2015	11/05/2015	11/05/2015	11/05/2015	11/05/2015	11/05/2015	11/05/2015	11/05/2015	11/05/2015	11/05/2015	Adopted by Holtville City Council on October 26, 2015 per Resolution Number 15-32	www.holtville.ca.gov	Yes	
7SSO10530	Active	400	09/14/2010	09/07/2010	09/07/2010	09/07/2010	09/07/2010	09/07/2010	09/07/2010	09/07/2010	09/07/2010	09/07/2010	09/07/2010	09/07/2010	09/07/2010	09/07/2010				No	
7SSO10531	Active	4,847	07/07/2016	03/08/2011	03/09/2011	03/09/2011	03/09/2011	03/09/2011	03/09/2011	03/09/2011	03/09/2011	03/09/2011	03/09/2011	03/09/2011	03/09/2011	03/10/2011	12/08/2015			Yes	
7SSO10532	Active	1,287	02/13/2012	02/13/2012	02/13/2012	02/13/2012	02/13/2012	02/13/2012	02/13/2012	02/13/2012	02/13/2012	02/13/2012	02/13/2012	02/13/2012	02/13/2012	02/13/2012				No	
7SSO10535	Active	272,357	12/09/2015	07/31/2007	10/19/2007	10/19/2007	10/31/2008	10/31/2008	10/31/2008	10/31/2008	10/31/2008	05/25/2010	05/25/2010	05/25/2010	05/25/2010	05/25/2010	11/24/2015	Approved by Board of Directors on date below		Yes	
7SSO10536	Active	47,500	02/18/2014	11/01/2007	11/01/2007	11/01/2007	03/01/2006	08/02/2007	11/01/2007	12/01/2008	12/01/2008	02/01/2009	07/15/2009	07/07/2011	05/02/2006	07/15/2009	02/03/2014			Yes	
7SSO10538	Active	4,303	10/06/2010	07/29/2010	07/30/2010	08/02/2010	08/04/2010	08/09/2010	08/16/2010	08/23/2010	08/31/2010	09/09/2010	09/13/2010	09/14/2010	09/15/2010	09/21/2010	09/21/2015			No	
7SSO10540	Active	83,500	08/12/2014	10/24/2007	10/24/2007	10/24/2007	04/10/2009	04/10/2009	07/28/2009	04/10/2009	04/10/2009	07/28/2009	07/28/2009	07/28/2009	07/28/2009	07/28/2009	07/22/2014		www.valley-sanitary.org	No	
7SSO10541	Active	2,240	04/22/2011	04/22/2011	04/22/2011	04/22/2011				04/22/2011	03/18/2011							work is still in progress		No	
7SSO11186	Active	4,300	06/09/2016	03/03/2009	03/03/2009	03/03/2009	05/03/2010	05/03/2010	05/03/2010	05/03/2010	05/03/2010	05/03/2010	05/03/2010	05/03/2010	05/03/2010	05/03/2010	05/01/2016	Five year update, no significant program changes		No	
7SSO11187	Active	3,621	12/03/2010	01/14/2008	03/05/2009	03/25/2009	11/05/2009	11/05/2009	11/05/2009	11/05/2009	11/05/2009	11/05/2009	11/05/2009	11/05/2009	11/05/2009	12/03/2010	11/05/2014			No	
7SSO11189	Active	2,500	03/14/2012	02/02/2008	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010				No	
7SSO11194	Active	3,900	04/30/2010	04/23/2009	04/23/2009	04/23/2009	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010				No	
7SSO11440	Active	6,000	07/20/2010	02/19/2008	05/02/2008	05/02/2008	02/02/2010	02/02/2010	07/20/2010	02/02/2010	02/02/2010	07/20/2010	07/20/2010	07/20/2010	07/20/2010	07/20/2010				No	
7SSO11476	Active	50,000																		No	
7SSO11498	Historical																			No	
7SSO11515	Active	2,124	10/16/2012	10/01/2012	10/01/2012	10/01/2012	10/01/2012	10/01/2012	10/01/2012	10/01/2012	10/01/2012	10/01/2012	10/01/2012	10/01/2012	10/01/2012	10/01/2012	10/01/2017			No	
7SSO18102	Active	0	11/22/2016	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	01/01/2011	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014				Yes	
8SSO10290	Historical																			No	
8SSO10539	Active	28,000	07/18/2014	11/02/2007	11/02/2007	11/02/2007	05/02/2009	05/02/2009	08/02/2009	05/02/2009	05/02/2008	08/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	07/17/2014	Certified by Regents of the University of California 7/17/14	http://www.ehs.ucr.edu/environmentalprograms/ssmp.html	Yes	
8SSO10542	Active	348,000	05/14/2014	08/02/2007	11/02/2007	10/31/2008	10/31/2008	10/31/2008	04/14/2009	10/31/2008	10/31/2008	04/14/2009	04/14/2009	04/14/2009	04/14/2009	04/14/2009	05/13/2014			Yes	
8SSO10543	Active	35,000	09/17/2008	10/30/2007	10/30/2007	10/30/2007	06/30/2007	11/30/2008	11/30/2007	11/30/2009	11/30/2009	11/30/2009	11/30/2009	11/30/2009	11/30/2009	11/30/2009				No	
8SSO10544	Active	5,779	04/19/2010	01/07/2008	04/07/2008	04/07/2008	10/05/2009	10/05/2009	10/05/2009	10/05/2009	10/05/2009	04/05/2010	04/05/2010	04/05/2010	04/05/2010	04/05/2010				No	
8SSO10545	Active	41,394	10/01/2012	11/02/2007	11/02/2007	11/02/2007	05/02/2009	05/02/2009	08/02/2009	05/02/2009	05/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	08/01/2014	Recertification will be completed prior to 2014		No	
8SSO10546	Active	82,767	01/19/2015	01/13/2015	01/13/2015	01/13/2015	01/13/2015	01/13/2015	01/13/2015	01/13/2015	01/13/2015	01/13/2015	01/13/2015	01/13/2015	01/13/2015	01/13/2015	01/13/2015	Approved and verified at 1/13/15 City Council Meeting and Public Hearing		Yes	
8SSO10547	Active	18,000	09/08/2011	06/27/2008	06/27/2008	06/27/2008	06/27/2008	08/31/2011	08/31/2011	08/31/2011	08/31/2011	08/31/2011	08/31/2011	08/31/2011	08/31/2011	08/31/2011		Items are addressed in Plan and have a schedule for implementation		No	
8SSO10548	Active	38,000	12/20/2010	10/24/2007	10/24/2007	10/24/2007	10/24/2007	12/23/2008	12/23/2008	12/22/2009	06/15/0010	06/15/0010	06/15/0010	06/15/0010	06/15/0010	06/15/0010		All dates input previously; report certified at that time; dates lost		No	
8SSO10549	Active	5,094	12/21/2015	12/10/2007	04/22/2008	04/22/2008	11/02/2009	11/02/2009	11/02/2009	11/02/2009	11/02/2009	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	12/21/2015	5-Year update complete. Reviewed by Joe Cylwik, Kevin Sebourn.	http://www.citybigbearlake.com/index.php?option=com_content&view=article&id=130:public-works&catid=63:public-works&Itemid=121	Yes	
8SSO10551	Active	78,866	07/30/2014	11/01/2007	11/01/2007	11/01/2007	04/27/2009	04/27/2009	07/31/2009	04/27/2009	04/27/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	07/30/2014			Yes	
8SSO10552	Active	49,000	09/17/2014	09/08/2014	09/08/2014	09/08/2014	09/08/2014	09/08/2014	09/08/2014	09/08/2014	09/08/2014	09/08/2014	09/08/2014	09/08/2014	09/08/2014	09/08/2014	09/08/2014			Yes	
8SSO10554	Active	23,751	06/11/2009	09/23/2008	09/23/2008	09/23/2008	04/14/2009	04/14/2009	06/09/2009	04/14/2009	04/14/2009	06/09/2009	06/09/2009	06/09/2009	06/09/2009	06/09/2009				No	
8SSO10556	Active	25,890	12/22/2014	11/04/2009	11/04/2009	11/04/2009	11/04/2009	11/04/2009	11/04/2009	11/04/2009	11/04/2009	11/04/2009	11/04/2009	11/04/2009	11/04/2009	11/05/2009	11/01/2014			Yes	
8SSO10557	Active	9,000	11/02/2015	11/02/2015	11/02/2015	11/02/2015	11/02/2015	11/02/2015	11/02/2015	11/02/2015	11/02/2015	11/02/2015	11/02/2015	11/02/2015	11/02/2015	11/02/2015	11/02/2015			No	
8SSO10558	Active	90,000	11/21/2014	11/02/2007	11/02/2007	11/02/2007	04/29/2009	04/29/2009	04/29/2009	04/29/2009	04/29/2009	07/27/2009	07/27/2009	07/27/2009	07/27/2009	07/27/2009	11/21/2014			No	
8SSO10560	Active	324,696	07/07/2014	07/10/2007	07/10/2007	07/10/2007	09/23/2008	09/23/2008	09/23/2008	10/20/2008	10/20/2009	10/20/2008	10/20/2008	10/20/2008	10/20/2008	07/14/2009	06/24/2014	See City of Riverside Resolution No 22713		Yes	
8SSO10561	Active	207,500	09/27/2016	10/01/2014	10/01/2014	10/01/2014	10/01/2014	10/01/2014	10/01/2014	10/01/2014	10/01/2014	10/01/2014	10/01/2014	10/01/2014	10/01/2014	10/01/2014				Yes	
8SSO10562	Active	45,000	12/06/2010	09/27/2010	09/27/2010	09/27/2010	09/27/2010	10/04/2010	10/04/2010	10/04/2010	10/04/2010	10/05/2010	10/05/2010	10/05/2010	10/05/2010	12/02/2010	10/05/2015	Final approval of SSMP by City Council 12/2/2010		No	
8SSO10564	Active	75,790	04/25/2012	09/24/2007	10/24/2007	10/24/2007	04/30/2009	05/04/2009	04/30/2009	04/30/2009	04/30/2009	07/23/2009	07/23/2009	07/23/2009	07/23/2009	09/28/2009		City Council adopted SSMP		No	
8SSO10565	Active	164,226	02/25/2014	07/18/2007	09/01/2007	09/01/2007	05/30/2008	08/07/2008	10/01/2008	02/06/2008	08/07/2008	02/24/2009	02/24/2009	02/24/2009	02/24/2009	02/24/2009	02/25/2014			Yes	
8SSO10566	Active	116,700	12/19/2015	07/14/2004	07/14/2004	07/14/2004	07/14/2004	07/14/2004	07/14/2004	07/14/2004	07/14/2004	07/14/2004	07/14/2004	07/14/2004	07/14/2004	07/14/2004	12/17/2015			No	
8SSO10568	Active	35,000	07/07/2014	11/01/2007	11/01/2007	11/01/2007	11/01/2007	04/24/0009	04/24/2009	04/24/2009	04/24/2009	04/24/2009	04/24/2009	04/24/2009	04/24/2009	08/12/2009	07/07/2014			Yes	
8SSO10569	Active	104,000	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	08/27/2019		www.eastvalley.org	No	
8SSO10570	Active	50,180	11/25/2014	08/23/2007	11/25/2014	10/30/2014	11/25/2014	10/30/2014	05/04/2009	10/30/2013	12/23/2004	05/04/2009	05/04/2009	06/26/2014	10/30/2014	11/25/2014	10/31/2014	ETWD BOARD CERTIFIED 11/25/2014	WWW.ETWD.COM	Yes	
8SSO10572	Active	57,000	09/17/2014	04/15/2008	04/15/2008	04/15/2008	04/15/2008	04/15/2008	04/15/2008	04/15/2008	04/15/2008	04/15/2008	04/15/2008	04/15/2008	04/15/2008	04/15/2008	09/16/2014			No	
8SSO10573	Active	138,610	04/27/2009	07/17/2007	10/24/2007	10/24/2007	10/20/2008	10/20/2008	04/27/2009	10/20/2008	10/20/2008	04/27/2009	04/27/2009	04/27/2009	04/27/2009	04/27/2009				No	
8SSO10574	Active	177,303	05/27/2014	07/24/2007	10/30/2007	10/30/2007	10/27/2008	10/27/2008	04/29/2009	10/27/2008	10/27/2008	04/29/2009	04/29/2009	04/26/2011	04/29/2009	04/29/2009	05/27/2014		http://www.ci.garden-grove.ca.us/pw/sewersystemmanagementplan	No	
8SSO10575	Active	12,100	02/22/2016	11/02/2007	11/02/2007	11/02/2007	05/02/2009	05/02/2009	08/02/2009	05/02/2009	05/02/2009	08/02/2009	07/01/2009	07/01/2009	07/01/2009	08/02/2009	07/01/2014	August 26, 2015 Revision		Yes	
8SSO10577	Active	8,000	04/26/2016	03/22/2016	03/22/2016	03/22/2016	03/22/2016	03/22/2016	03/22/2016	03/22/2016	03/22/2016	03/22/2016	03/22/2016	03/22/2016	03/22/2016	03/22/2016	03/22/2016	HGSD Board of Directors re-certified SSMP on 3/22/16 		No	
8SSO10578	Active	201,000	10/13/2008	09/30/2002	11/01/2007	11/01/2007	07/30/2004	06/15/2003	09/30/2005	01/01/2003	12/30/2004	07/30/2005	05/02/2009	05/02/2009	05/02/2009	05/02/2009				No	
8SSO10579	Active	1,200	12/12/2011	04/15/2008	08/16/2011	08/16/2011	08/16/2011	08/16/2011	08/16/2011	08/16/2011	08/16/2011	08/16/2011	08/16/2011	08/16/2011	08/16/2011	08/16/2011				No	
8SSO10580	Active	870,000	04/18/2014	07/18/2007	10/30/2007	10/30/2007	10/30/2008	10/30/2008	04/21/2009	10/30/2008	10/30/2008	04/21/2009	04/21/2009	04/21/2009	04/21/2009	04/21/2009	04/17/2014	: SSMP was updated April 17, 2014. Updated SSMP can be found at URL provided below. 	http://www.ieua.org/departments/Pretreatment/ssmp.html 	No	
8SSO10582	Active	124,128	04/07/2015	07/28/2014	07/28/2014	07/28/2014	07/28/2014	07/28/2014	07/28/2014	07/28/2014	07/28/2014	07/28/2014	07/28/2014	07/28/2014	07/28/2014	07/28/2014	07/28/2014	Updated URL for SSMP	http://www.jcsd.us/customers/sewer-wastewater/sewer-system-management-plan	Yes	
8SSO10583	Active	63,118	09/29/2014	10/19/2007	10/19/2007	10/19/2007	04/30/2009	04/30/2009	08/17/2009	04/30/2009	04/30/2009	08/17/2009	08/17/2009	08/17/2009	08/17/2009	08/17/2009	08/25/2014	Re-certified on September 15, 2014		Yes	
8SSO10584	Active	15,568	06/06/2012	10/16/2007	12/09/2008	12/09/2008	12/09/2008	12/09/2008	12/19/2008	12/19/2008	12/19/2008	06/06/2012	06/06/2012	06/06/2012	06/06/2012	06/06/2012	06/06/2012			No	
8SSO10585	Active	50001	07/21/2014	10/30/2007	10/30/2007	10/30/2007	04/30/2009	04/30/2009	08/01/2009	04/30/2009	04/30/2009	08/01/2009	08/01/2009	08/01/2009	08/01/2009	08/01/2009	07/17/2014			Yes	
8SSO10587	Active	280,507	06/26/2013	09/30/2005	09/30/2005	09/30/2005	09/30/2005	09/30/2005	09/30/2005	09/30/2005	09/30/2005	09/30/2005	09/30/2005	09/30/2005	09/30/2005	09/30/2005	06/24/2013	SSMP was updated and certified by Board 06/24/2013		No	
8SSO10588	Active	103,000	05/01/2013	06/01/2004	06/01/2004	06/01/2004	04/02/2013	04/19/2011	04/19/2011	04/19/2011	04/19/2011	04/19/2011	06/01/2004	04/02/2013	04/19/2011	06/01/2004	04/02/2013	Reviewed and approved by the Board on April 2, 2013.		No	
8SSO10590	Active	100,000	07/14/2014	10/23/2007	11/02/2007	11/02/2007	05/02/2009	05/02/2009	05/02/2009	05/02/2009	05/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	07/08/2014	Approved by City Council	www.newportbeachca.gov/municipaloperations	Yes	
8SSO10591	Active	140,094	05/14/2014	10/31/2008	10/31/2008	10/31/2008	10/31/2008	10/31/2008	10/31/2008	10/31/2008	10/31/2008	04/30/2009	04/30/2009	04/30/2009	04/30/2009	09/30/2005	05/13/2014		http://www.cityoforange.org/downloads/SSMP.pdf	No	
8SSO10592	Active	4,500	01/13/2012	01/03/2012	01/03/2012	01/03/2012	01/03/2012	01/03/2012	01/03/2012	01/03/2012	01/03/2012	01/03/2012	01/03/2012	01/03/2012	01/03/2012	01/03/2012	01/02/2015	No changes to system		No	
8SSO10593	Active	44,400	06/24/2014	09/15/2013	09/15/2013	09/15/2013	09/15/2013	09/15/2013	09/15/2013	09/15/2013	09/15/2013	09/15/2013	09/15/2013	09/15/2013	09/15/2013	09/15/2013	09/15/2013			Yes	
8SSO10594	Active	101,740	09/22/2014	10/15/2007	10/15/2007	10/15/2007	05/01/2009	05/01/2009	07/30/2009	05/01/2009	05/01/2009	07/30/2009	07/30/2009	07/30/2009	07/30/2009	09/22/2009	06/10/2014			Yes	
8SSO10596	Active	24,204	08/29/2008	09/30/2002	09/29/2005	09/29/2005	07/30/2004	06/15/2003	09/29/2005	01/01/2003	12/30/2004	07/30/2005	09/29/2005	09/29/2005	09/29/2005	09/30/2005				No	
8SSO10597	Active	5,632	07/20/2015	08/02/2013	08/02/2013	08/02/2013	08/02/2013	08/02/2013	08/02/2013	08/02/2013	08/02/2013	08/02/2013	08/02/2013	08/02/2013	08/02/2013	08/02/2013	08/02/2018		http://www.runningspringswaterdistrict.com/index.htm	Yes	
8SSO10600	Active	3,125	11/22/2016	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	01/01/2002	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011				Yes	
8SSO10601	Active	12,000	11/25/2014	03/11/2010	03/11/2010	03/11/2010	03/11/2010	03/11/2010	03/11/2010	03/11/2010	03/11/2010	03/11/2010	03/11/2010	03/11/2010	03/11/2010	03/11/2010	03/11/2010			Yes	
8SSO10602	Active	335,264	04/16/2014	08/06/0007	10/03/2007	10/03/2007	10/21/2008	10/21/2008	04/15/2009	10/21/2008	10/21/2008	04/15/2009	04/15/2009	04/15/2009	04/15/2009	04/15/2009	04/16/2014			Yes	
8SSO10603	Active	3,415,953	04/29/2014	11/28/2006	06/30/2006	07/01/2007	08/21/2007	04/21/2009	04/21/2009	03/30/2007	04/21/2009	04/21/2009	04/21/2009	04/21/2009	04/21/2009	04/21/2009	04/15/2014	SSMP Update was adopted by the SAWPA Commission on 4-15-14	http://www.sawpa.org/wp-content/uploads/2012/07/Final-Sewer-System-Management-Plan-Executive-Summary-Update-2014.pdf	Yes	
8SSO10604	Active	15,986	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/13/2010	12/11/2015			No	
8SSO10605	Active	40,000	10/27/2014	11/02/2007	11/02/2007	11/02/2007	05/02/2009	05/02/2009	08/02/2009	05/02/2009	05/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	08/02/2009	10/27/2014			Yes	
8SSO10608	Active	21,000	10/15/2014	10/25/2007	10/25/2007	09/24/2014	05/01/2009	09/24/2014	08/28/2009	05/01/2009	05/01/2009	08/28/2009	08/28/2009	09/24/2014	08/28/2009	08/28/2009	09/24/2014		https://www.dropbox.com/sh/uce6ujbir4n1zae/AADSCyrwlyUZZDYaAnKddB30a?dl=0	No	
8SSO10610	Historical	1404	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009				No	
8SSO10611	Active	1,600	11/22/2016	09/17/2010	09/17/2010	09/17/2010	09/17/2010	09/17/2010	09/17/2010	09/17/2010	09/17/2010	09/17/2010	09/17/2010	09/17/2010	09/17/2010	10/05/2010				Yes	
8SSO10613	Active	6,162	11/27/2013	10/23/2007	10/28/2007	10/28/2007	10/21/2007	04/06/2009	10/21/2008	10/21/2008	04/06/2009	04/06/2009	04/06/2009	04/06/2009	04/06/2009	04/06/2009	11/25/2013	5 yr update and Board approval		Yes	
8SSO10614	Active	975	11/22/2016	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	01/01/2002	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011				Yes	
8SSO10615	Historical	772	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009	11/24/2009				No	
8SSO10617	Active	525,214	03/22/2017	12/07/2016	12/07/2016	12/07/2016	12/07/2016	12/07/2016	12/07/2016	12/07/2016	12/07/2016	12/07/2016	12/07/2016	12/07/2016	12/07/2016	12/07/2016	12/07/2016		https://www.emwd.org/about-emwd/news-information/reports-plans-and-studies/sewer-system-management-plan-ssmp	Yes	
8SSO10620	Active	55,980	11/27/2013	10/23/2007	10/28/2007	10/28/2007	10/21/2008	10/21/2008	04/06/2009	10/21/2008	10/21/2008	04/06/2009	04/06/2009	04/06/2009	04/06/2009	04/06/2009	11/25/2013	5 yr update and Board Approval		Yes	
8SSO10621	Active	15,543	11/12/2014	11/12/2014	11/12/2014	11/12/2014	11/12/2014	11/12/2014	11/12/2014	11/12/2014	11/12/2014	11/12/2014	11/12/2014	11/12/2014	11/12/2014	11/12/2014	11/12/2019			No	
8SSO10625	Active	4,000	06/03/2014	12/12/2007	10/09/2008	10/09/2008	10/09/2008	10/09/2008	10/09/2008	10/09/2008	10/09/2008	10/09/2008	10/09/2008	10/09/2008	10/09/2008	10/09/2008	10/10/2013			No	
8SSO10630	Active	30,000	07/02/2014	11/02/2007	11/02/2007	11/02/2007	11/02/2007	05/01/2009	07/31/2009	05/01/2009	05/01/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009				Yes	
8SSO10632	Historical	85																		No	
8SSO10635	Active	6200	05/26/2010	01/22/2008	02/29/2008	02/29/2008	11/30/2009	11/30/2009	05/25/2010	11/30/2009	11/30/2009	05/25/2010	05/25/2010	05/25/2010	05/25/2010	05/25/2010				No	
8SSO10636	Active	64,194	02/22/2016	11/01/2007	11/01/2007	11/01/2007	05/01/2009	05/01/2009	08/01/2009	05/01/2009	05/01/2009	08/01/2009	06/16/2009	06/16/2009	06/16/2009	08/01/2009	06/06/2015	2015 Revision		Yes	
8SSO10637	Active	15000	07/07/2014	10/24/2007	10/24/0007	10/24/2007	10/24/2007	04/24/2009	07/01/2009	04/24/2009	04/24/2009	07/01/2009	07/01/2009	07/01/2009	07/01/2009	07/01/2009	07/07/2014			Yes	
8SSO10640	Active	2,500,000	09/30/2013	07/20/2007	11/01/2007	11/01/2007	10/31/2008	10/31/2008	05/01/2009	10/31/2008	10/31/2008	05/01/2009	05/01/2009	05/01/2009	05/01/2009	05/01/2009	09/30/2013		http://ocsewers.com/opengov/wastewater-discharge-requirements/-folder-612 	No	
8SSO10641	Active	44,160	11/14/2016	08/25/2008	08/25/2008	08/25/2008	03/05/2009	03/05/2009	07/30/2009	03/05/2009	03/05/2009	07/30/2009	07/30/2009	07/30/2009	07/30/2009	07/30/2009	07/03/2014			Yes	
8SSO10642	Historical	23,000	08/03/2009	10/17/2007	11/01/2007	11/01/2007	05/04/2009	05/04/2009	08/03/2009	05/04/2009	05/04/2009	08/03/2009	08/03/2009	08/03/2009	08/03/2009	08/03/2009				No	
8SSO10643	Active	49,000	03/19/2014	10/23/2007	02/02/2007	09/25/2007	05/01/2009	05/01/2009	07/16/2009	05/01/2009	05/01/2009	07/16/2009	07/16/2009	07/16/2009	07/16/2009	07/16/2009	07/25/2013			No	
8SSO11178	Active	6,000	07/26/2012	05/18/2012	05/18/2012	05/18/2012	05/18/2012	05/18/2012	05/18/2012	05/18/2012	05/18/2012	05/18/2012	05/18/2012	05/18/2012	05/18/2012	04/01/3795	04/01/2015			No	
8SSO11179	Active	1,500	10/07/2016	06/03/2016	06/03/2016	06/03/2016	06/03/2016	06/03/2016	06/03/2016	06/03/2016	06/03/2016	06/03/2016	06/03/2016	06/03/2016	06/03/2016	06/03/2016	10/07/2016	Certification done on June 03/2016		Yes	
8SSO11181	Active	2,900	02/29/2012	02/29/2012	02/29/2012	02/29/2012	02/29/2012	02/29/2012	02/29/2012	02/29/2012	02/29/2012	02/29/2012	02/29/2012	02/29/2012	02/29/2012	02/29/2012	10/03/2016			No	
8SSO11381	Active	11	02/14/2011	01/28/2008	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	12/31/2009	02/14/2011			No	
8SSO11382	Active	166,134	06/09/2014	04/07/2009	11/02/2007	11/02/2007	10/16/2008	10/16/2008	04/07/2009	10/16/2008	10/16/2008	04/07/2009	04/07/2009	04/07/2009	04/07/2009	04/07/2009	04/15/2014	2014 SSMP Update		Yes	
8SSO11383	Active	179,390	04/30/2009	04/19/2007	11/02/2007	11/02/2007	11/03/2008	11/03/2008	11/03/2008	11/03/2008	04/30/2009	04/30/2009	04/30/2009	04/30/2009	04/30/2009	04/30/2009		CVWD Board of Directors Certify SSMP on 4-28-09		No	
8SSO11385	Active	84,465	04/04/2011	11/20/2007	11/20/2007	11/20/2007	11/20/2007	05/01/2009	05/01/2009	05/01/2009	05/01/2009	07/13/2009	07/13/2009	07/13/2009	07/13/2009	07/13/2009				No	
8SSO11418	Active	29,972	03/10/2011	03/08/2011	03/08/2011	03/08/2011	03/08/2011	03/08/2011	03/08/2011	03/08/2011	03/08/2011	03/08/2011	03/08/2011	03/08/2011	03/08/2011	03/08/2011				No	
8SSO11424	Active	23,170	04/08/2015	12/06/2007	01/11/2008	01/11/2008	05/01/2009	05/01/2009	07/20/2009	05/01/2009	05/01/2009	07/20/2009	07/20/2009	07/20/2009	07/20/2009	08/06/2009	04/02/2015		http://www.rcsd.org/plans-documents.asp	Yes	
8SSO11477	Active	209,895	11/10/2011	08/02/2007	11/02/2007	11/02/2008	11/02/2008	10/29/2009	10/29/2009	10/29/2009	10/29/2009	10/29/2009	10/29/2009	10/29/2009	10/29/2009	12/09/2009				No	
8SSO11501	Active	37,000	10/10/2016	11/05/0007	11/02/2007	11/02/2007	05/02/2009	05/02/2009	08/02/2009	05/02/2009	05/02/2009	08/02/2009	08/02/2009	08/02/2011	08/02/2009	11/02/0209	11/03/2014	Resolution No. 14-3055 by City Council		No	
8SSO11502	Active	6,000	04/29/2011	10/25/2007	04/24/2008	04/24/2008	04/28/2011	04/28/2011	04/28/2011	04/28/2011	04/28/2011	04/28/2011	04/28/2011	04/28/2011	04/28/2011	04/28/2011				No	
