WDID	Status	Region	Agency	Collection System	County	LRO	Address Type	Street	City	Zip	Adopt Or Issuance Date	Effective Date	Expiration or Review Date	Termination Date	
8SSO10575	Active	8	Grand Terrace City	Grand Terrace City CS	San Bernardino	Martin Guerrero	AGENCY Mailing	22795 Barton Road B	Grand Terrace	92313		06/16/2006	05/02/2011		
8SSO10577	Active	8	Home Garden Sanitary District	Home Garden Sanitary District CS	Riverside	Janey Gress	AGENCY Mailing	13538 Magnolia Avenue 	Corona	92879		11/03/2006			
8SSO10578	Active	8	Huntington Beach City	Huntington Beach City CS	Orange	Brian Ragland	AGENCY Mailing	2000 Main Street 	Huntington Beach	92648		10/10/2006			
8SSO10579	Active	8	Idyllwild Water District	Idyllwild Water District CS	Riverside	Thomas Lynch	AGENCY Mailing	 PO Box 397  	Idyllwild	92549		11/17/2006			
8SSO10580	Active	8	Inland Empire Utilities Agency	Inland Empire Utilities Agency CS	San Bernardino	Randy  Lee	AGENCY Mailing	 PO Box 9020  	Chino Hills	91709		10/10/2006			
8SSO10582	Active	8	Jurupa Community Services District	Jurupa Community Services Dist CS	Riverside	James Payfer	AGENCY Mailing	11201 Harrell Street 	Mira Loma	91752		07/20/2006			
8SSO10583	Active	8	La Habra City	La Habra City CS	Orange	Brian Jones	AGENCY Physical	201 E La Habra Blvd  	La Habra	90631	05/02/2006	01/03/2007	05/02/2011		
8SSO10584	Active	8	La Palma City	La Palma City CS	Orange	Michael Belknap	AGENCY Mailing	7822 Walker Street 	La Palma	90623		10/11/2006			
8SSO10585	Active	8	Lake Hemet Municipal Water District	Lake Hemet MWD CS	Riverside	Michael Gow	AGENCY Physical	26385 Fairview Avenue 	Hemet	92544		09/20/2006			
8SSO10587	Active	8	Irvine Ranch Water District	Michelson WRP CS	Orange	Jose Zepeda	AGENCY Physical	22312 Muirlands Boulevard 	Irvine	92618		11/17/2006			
8SSO10588	Active	8	Midway City Sanitation District	Midway City SD CS	Orange	Ken  Robbins	AGENCY Mailing	14451 Cedarwood Avenue 	Westminster	92683		07/17/2006			
8SSO10590	Active	8	Newport Beach City	Newport Beach City CS	Orange	George Murdoch	AGENCY Mailing	100 Civic Center Drive 	Newport Beach	92660		08/16/2006			
8SSO10591	Active	8	Orange City	Orange City CS	Orange	Joe  DeFrancesco	AGENCY Contact	230 Chapman Avenue 	Orange	92866		11/17/2006			
8SSO10592	Active	8	Patton State Hospital	Patton State Hospital CS	Lassen	Harry Oreol	AGENCY Mailing	3102 Highland Avenue 	Patton	92369		12/13/2006	05/02/2011		
8SSO10593	Active	8	Placentia City	Placentia City CS	Orange	Joel Cardenas	AGENCY Mailing	401 Chapman Avenue 	Placentia	92870		08/10/2006			
8SSO10594	Active	8	Rialto City	Rialto City CS	San Bernardino	Clarence Mansell	AGENCY Mailing	335 Rialto Avenue 	Rialto	92376		10/18/2006			
8SSO10596	Active	8	Rossmoor/Los Alamitos Area Sanitatary Dist.	Rossmoor/Los Alamitos San. Dist CS	Orange	Susan Bell	AGENCY Mailing	3243 Katella Avenue 	Los Alamitos	90720		08/24/2006			
8SSO10597	Active	8	Running Springs Water Dist	Running Springs CS	San Bernardino	Isaiah Hall	AGENCY Physical	31242 Hilltop Boulevard 	Running Springs	92382		07/21/2006			
8SSO10600	Active	8	San Bernardino Cnty Special Districts	San Bernardino County, CSA-53B CS	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		09/27/2006			
8SSO10601	Active	8	San Bernardino Community College District	SBV Community College CS	San Bernardino	Hussain Agah	AGENCY Mailing	114 Del Rosa Drive 	San Bernardino	92408	05/02/2006	02/06/2007	05/02/2011		
8SSO10602	Active	8	Santa Ana City	Santa Ana City CS	Orange	Nabil B Saba	AGENCY Mailing	20 Civic Center Plaza  36	Santa Ana	92701		10/11/2006			
8SSO10603	Active	8	Santa Ana Watershed Project Authority	SAWPA & Member Agencies CS	Riverside	Richard  Haller	AGENCY Mailing	11615 Sterling Avenue 	Riverside	92503		08/24/2006			
8SSO10604	Active	8	Seal Beach City	Seal Beach City CS	Orange	Sean P. Crumby	AGENCY Mailing	211 8th Street 	Seal Beach	90740		08/09/2006			
8SSO10605	Active	8	Stanton City	Stanton City CS	Orange	Alan  Rigg	AGENCY Mailing	7800 Katella Avenue 	Stanton	90680		08/21/2006			
8SSO10608	Active	8	Big Bear Area Regional WW Agency	BBARWWA CS	San Bernardino	Kim Booth	AGENCY Mailing	 PO Box 517  	Big Bear City	92314		07/27/2006			
8SSO10610	Historical	8		Clay Canyon WWTP CS	Riverside	Chris Caldwell	LRO 					07/17/2006	05/02/2011	12/07/2011	
8SSO10611	Active	8	San Bernardino Cnty Sheriff	STP,Glen Helen Rehab Ctr CS	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 9490  	San Bernardino	92427		12/06/2006	05/02/2011		
8SSO10613	Active	8	Elsinore Valley Municipal Water Dist	STP,Horsethief Canyon Plant CS	Riverside	SCOTT CASTILLO	AGENCY Physical	31315 Chaney Street 	Lake Elsinore	92531		11/03/2006			
8SSO10614	Active	8	San Bernardino Cnty Special Districts	Lytle Creek WWTP CS	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		09/27/2006			
8SSO10615	Historical	8		STP,Mhp-Butterfield Estates CS	Riverside	Chris Caldwell	LRO 					07/17/2006	05/02/2011	12/07/2011	
8SSO10617	Active	8	Eastern Municipal Water District	Eastern Municipal Water District CS	Riverside	Alfred Javier	AGENCY Physical	2270 Trumble Road 	Perris	92572		08/21/2007			
8SSO10618	Historical	8	Elsinore Valley Municipal Water Dist	R.R. Cyn/Cyn Lake CS	Riverside	Robert Barnard	AGENCY Physical	31315 Chaney Street 	Lake Elsinore	92531		10/05/2007		09/25/2008	
8SSO10619	Historical	8	San Bernardino Cnty Special Districts	Citrus Plaza WWTP CS	San Bernardino	Manuel  Benitez	AGENCY Mailing	 PO Box 5004  	Victorville	92393		08/23/2006		04/18/2008	
8SSO10620	Active	8	Elsinore Valley Municipal Water Dist	EVMWD Regional Plant CS	Riverside	SCOTT CASTILLO	AGENCY Physical	31315 Chaney Street 	Lake Elsinore	92531		11/03/2006			
8SSO10621	Active	8	Lee Lake Water District	Lee Lake WD Regional Plant CS	Riverside	Chris Caldwell	AGENCY Mailing	22646 Temescal Canyon Road 	Corona	91719		07/17/2006	05/02/2011		
8SSO10625	Active	8	Sunset Beach Sanitary District	Sunset Beach Sanitary Dist CS	Orange	John  Woods	AGENCY Mailing	 PO Box 1185  	Sunset Beach	90742		11/17/2006			
8SSO10628	Historical	8	US Joint Forces Training Center	U.S. Joint Forces Training Center CS	Orange	Troy  Hardin	AGENCY Mailing	4522 Saratoga Avenue 	Los Alamitas	90720				09/07/2007	
8SSO10630	Active	8	UC Irvine	UC Irvine CS	Orange	Kirk  Matin	AGENCY Mailing	4600 Bison Avenue 	Irvine	92697		11/08/2006			
8SSO10632	Historical	8	USDA Forest Service Humboldt-Toiyabe NF Bridgeport	US Forest Service (Big Bear) CS	San Bernardino		AGENCY Contact	1200 Franklin Way 	Sparks	89431		09/12/2006		01/21/2009	
8SSO10635	Active	8	Villa Park City	Villa Park City CS	Orange	M Akram Hindiyeh	AGENCY Mailing	17855 Santiago Boulevard 	Villa Park	92667		11/09/2006			
8SSO10636	Active	8	Colton City	Colton Water Reclamation Facility CS	San Bernardino	mario arredondo	AGENCY Mailing	650 La Cadena Drive 	Colton	92324		09/20/2006			
8SSO10637	Active	8	Western Municipal Water District	Western  MWD CS	Riverside	Alex  Chang	AGENCY Mailing	14205 Meridian Parkway  	Riverside	92518		07/21/2006			
8SSO10640	Active	8	Orange County Sanitation District	Orange Cnty Sanitation Dist CS	Orange	James Herberg	AGENCY Physical	10844 Ellis Avenue 	Fountain Valley	92708	05/02/2006	11/16/2006	05/02/2011		
8SSO10641	Active	8	Yorba Linda Water District	Yorba Linda Water District CS	Orange	John DeCriscio	AGENCY Mailing	 PO Box 309  	Yorba Linda	92885		09/05/2006			
8SSO10642	Historical	8	Yorba Linda City	Yorba Linda City CS	Orange	Armando  Jaime	LRO Contact	4845 Casa Loma Avenue 	Yorba Linda	92885		08/24/2006		08/30/2011	
8SSO10643	Active	8	Yucaipa Valley Water District	Yucaipa Valley Water Dist CS	San Bernardino	John Wrobel	AGENCY Mailing	 PO Box 730  	Yucaipa	92399		11/08/2006			
8SSO11178	Active	8	Ca Dept of Corrections & Rehabilitation	California Institution for Men CS	San Bernardino	Lawrence Dimock	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		08/21/2006			
8SSO11179	Active	8	Ca Dept of Corrections & Rehabilitation	California Institution for Women CS	San Bernardino	Tariq Awan	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		11/21/2006			
8SSO11181	Active	8	Ca Dept of Corrections & Rehabilitation	California Rehabilitation Center CS	Riverside	Euyan Gillett	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		10/30/2006			
8SSO11381	Active	8	Ca Dept of Corrections & Rehabilitation	Herman G. Stark Youth Correctional Facility CS	San Bernardino	Michael Thompson	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		05/02/2006			
8SSO11382	Active	8	Ontario City	Ontario City CS	San Bernardino	Alisa Hasbrouck	AGENCY Mailing	1425 Bon View Avenue 	Ontario	91761	05/02/2006	11/28/2006	05/02/2011		
8SSO11383	Active	8	Cucamonga Valley Water District	Cucamonga Valley WD CS	San Bernardino	Shawn Spromberg	AGENCY Mailing	10440 Ashford Street PO Box 638	Rancho Cucamonga	91730		05/02/2006			
8SSO11385	Active	8	Chino City	Chino City CS	San Bernardino	Amanda Coker	AGENCY Physical	13220 Central Avenue 	Chino	91708		05/02/2006			
8SSO11418	Active	8	Hemet City	Hemet City CS	Riverside	Ronald Proze	AGENCY Mailing	3777 Industrial Avenue 	Hemet	92545	05/02/2006	01/04/2007	05/02/2011		
8SSO11424	Active	8	Rubidoux Community Services Dist	Rubidoux CSD CS	Riverside	Steven Appel	AGENCY Mailing	 PO Box 3098  	Riverside	92519		01/05/2007			
8SSO11477	Active	8	Fontana City  DPW	Fontana City CS	San Bernardino	Todd  Heagstedt	AGENCY Mailing	16489 Orange Way 	Fontana	92335	05/02/2006	02/06/2007	05/02/2011		
8SSO11501	Active	8	Montclair City	Montclair City CS	San Bernardino	Nicole  deMoet	AGENCY Mailing	 PO Box 2308  	Montclair	91763		08/23/2007			
8SSO11502	Active	8	Edgemont Community Services Dist	Edgemont CSD CS	Riverside	Jessica Pfalmer	AGENCY Mailing	 PO Box 5436  	Riverside	92517		08/23/2007			
8SSO11513	Active	8	Irvine Ranch Water District	IRWD - OCSD Regional 1 CS	Orange	Jose Zepeda	AGENCY Physical	22312 Muirlands Boulevard 	Irvine	92618		12/26/2007			
8SSO11518	Active	8	Irvine Ranch Water District	IRWD - OCSD Regional 2 CS	Orange	Jose Zepeda	AGENCY Physical	22312 Muirlands Boulevard 	Irvine	92618		05/02/2006	05/02/2011		
8SSO11525	Active	8	California State Parks Inland Empire District	Lake Perris State Recreation Area CS	Riverside	Sam Cordaro	AGENCY Physical	17801 Lake Perris Drive 	Perris	92571		06/02/2008			
8SSO11543	Active	8	Ca Dept of Parks & Rec San Clemente	Crystal Cove State Park CS	Orange	Brian  Carlson	AGENCY Mailing	3030 Avenida del Presidente  	San Clemente	92672		03/23/2009			
8SSO11546	Active	8	Ca Dept of Parks & Rec Winterhaven	Bolsa Chica State Beach CS	Orange	James  Calvillo	AGENCY Billing	1 Capital Mall  500	Sacramento	95814		03/23/2009			
8SSO11606	Active	8	San Bernadino Cnty Dept of Airports	Chino Airport CS	San Bernardino	Mitch Kinser	LRO Mailing	7000 Merrill Avenue Box 1	Chino	91710		04/14/2008			
8SSO11753	Active	8	Arrowhead Regional Med Center SD	Arrowhead Regional Med Center CS	San Bernardino	Randall Ricordati	AGENCY Mailing	400 Pepper Avenue 	Colton	92324		03/09/2012			
8SSO18106	Active	6V	San Bernardino Cnty Special Districts	Yucaipa Regional Park CS	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		08/06/2013			
8SSO18107	Active	8	San Bernardino Cnty Special Districts	Glen Helen Regional Park CS	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		08/06/2013			
8SSO18108	Active	8	San Bernardino Cnty Special Districts	Prado Regional Park CS	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		08/06/2013			
8SSO18109	Active	8	East Orange County Water District	East Orange Cnty Sanitation Dist CS	Orange	Reyna  Ayala	AGENCY Mailing	185 McPherson Road 	Orange	92869		08/01/2016	08/01/2021		
9SSO10570	Active	9	El Toro Water District	El Toro Water District R9 CS		Nadia Reesman	AGENCY Mailing	 PO Box 4000  	Laguna Hills	92654		10/11/2006			
9SSO10644	Active	9	Olivenhain Municipal Water District	4-S Ranch CS	San Diego	John Onkka	AGENCY Mailing	1966 Olivenhain Road 	Encinitas	92024		11/21/2006			
9SSO10645	Active	9	CSU San Marcos	California State Univeristy, San Marcos CS	San Diego	Floyd  Dudley	AGENCY Mailing	333 Twin Oak Valley Road 	San Marcos	92096		11/21/2006			
9SSO10646	Active	9	Chula Vista City	City of Chula Vista CS	San Diego	Robert  Yano	AGENCY Mailing	276 4th Avenue 	Chula Vista	91910		09/19/2006			
9SSO10647	Active	9	Coronado City	City Of Coronado CS	San Diego	Denise Johnson	AGENCY Physical	1825 Strand Way 	Coronado	92118		08/25/2006			
9SSO10648	Active	9	Del Mar City	City Of Del Mar CS	San Diego	Eric Minicilli	AGENCY Mailing	1050 Camino Del Mar  	Del Mar	92014		11/03/2006			
9SSO10649	Active	9	El Cajon City	City of El Cajon CS	San Diego	Dennis C Davies	AGENCY Mailing	1050 Vernon Way 	El Cajon	92020		11/22/2006			
9SSO10650	Active	9	Encinitas City 	City of Encinitas CS	San Diego	Shawn Atherton	AGENCY Mailing	505 Vulcan Avenue 	Encinitas	92024		08/24/2006			
9SSO10651	Active	9	Imperial Beach City	City of Imperial Beach CS	San Diego	Hank  Levien	AGENCY Mailing	825 Imperial Beach Boulevard 	Imperial Beach	91932		10/11/2006			
9SSO10652	Active	9	La Mesa City	City of La Mesa CS	San Diego	James Harold Steel	AGENCY Physical	8130 Allison Avenue 	La Mesa	91942		08/17/2006			
9SSO10653	Active	9	Laguna Beach City	City of Laguna Beach CS	Orange	David Shissler	AGENCY Billing	505 Forest Avenue 	Laguna Beach	92651		07/20/2006			
9SSO10654	Active	9	Lemon Grove City	City Of Lemon Grove CS	San Diego	Patrick Lund	AGENCY Mailing	3232 Main Street 	Lemon Grove	91945		08/15/2006			
9SSO10655	Active	9	National City	City Of National City CS	San Diego	Stephen Manganiello	AGENCY Physical	2100 Hoover Avenue 	National City	91950		11/21/2006			
9SSO10656	Active	9	Poway City	City of Poway CS	San Diego	Chad Fried	AGENCY Mailing	13325 Civic Center Drive 	Poway	92064		08/21/2006			
9SSO10658	Active	9	San Diego City Metropolitan Wastewater Dept (Public Utilities)	San Diego City CS (Wastewater Collection System)	San Diego	Agnes Generoso	AGENCY Mailing	9192 Topaz Way 	San Diego	92123		09/19/2006			
9SSO10659	Active	9	San Juan Capistrano City	City Of San Juan Capistrano CS	Orange	Thomas  Johnson	AGENCY Mailing	32400 Paseo Adelanto  	San Juan Capistrano	92675		10/30/2006			
9SSO10660	Active	9	Vista City	City of Vista CS	San Diego	Elmer Alex	AGENCY Mailing	200 Civic Center Drive 	Vista	92084		10/18/2006			
9SSO10662	Active	9	San Diego County Dept of Public Works	County of San Diego CS	San Diego	Daniel Brogadir	AGENCY Mailing	5510 Overland Avenue O350	San Diego	92123		11/08/2006			
9SSO10664	Active	9	Emerald Bay Service District	Emerald Bay Service District CS	Orange	Michael Dunbar	AGENCY Billing	600 Emerald Bay  	Laguna Beach	92651		11/27/2006			
9SSO10666	Active	9	Fairbanks Ranch Community Services District	Fairbanks Ranch CS	San Diego	Chuck  Duffy FR	AGENCY Mailing	605 Third Street 	Encinitas	92024		08/10/2006			
9SSO10667	Active	9	Fallbrook Public Utility Dist	Fallbrook Plant 1, Oceanside of CS	San Diego	Owni Toma	AGENCY Physical	1425 Alturas (Plant O.Toma) Road 	Fallbrook	92028		09/20/2006			
9SSO10668	Active	9	Escondido City	HARRF Disch To San Elijo OO CS	San Diego	Vasana  Vipatapat	AGENCY Physical	1521 Hale Avenue 	Escondido	92029		11/21/2006			
9SSO10669	Active	9	Irvine Ranch Water District	Los Alisos WRP CS	Orange	Jose Zepeda	AGENCY Physical	22312 Muirlands Boulevard 	Irvine	92618		11/17/2006			
9SSO10673	Active	9	San Diego County Dept of Public Works	Julian Water Pollution Facil. CS	San Diego	Daniel Brogadir	AGENCY Mailing	5510 Overland Avenue O350	San Diego	92123		11/08/2006			
9SSO10674	Active	9	Oceanside City	City of Oceanside Collection System, La Salina WWTP	San Diego	Lori Rigby	AGENCY Physical	300 Coast Highway 	Oceanside	92054	05/16/2012	05/16/2012			
9SSO10675	Active	9	Valley Center MWD	Lower Moosa Canyon Recl Facil CS	San Diego	Gary  Arant	AGENCY Mailing	29300 Valley Center Road 	Valley Center	92082		08/21/2006			
9SSO10676	Active	9	Vallecitos Water District	Meadowlark CS	San Diego	Ed  Pedrazzi	AGENCY Mailing	201 Vallecitos de Oro  	San Marcos	92069		10/10/2006			
9SSO10678	Active	9	Moulton Niguel Water District	Moulton Niguel Water District CS	Orange	Ronin  Goodall	AGENCY Contact	26161 Gordon Road 	Laguna Hilla	92653		08/15/2006			
9SSO10679	Active	9	Otay MWD	Otay Water District CS	San Diego	Jake  Vaclavek	AGENCY Mailing	2554 Sweetwater Springs Boulevard 	Spring Valley	91978		07/27/2006			
9SSO10680	Active	9	Padre Dam Municipal Water District	Padre Dam CS	San Diego	Kyle  Swanson	AGENCY Physical	9300 Fanita Parkway 	Santee	92071		07/20/2006			
9SSO10681	Active	9	Pauma Valley Community Services District	Pauma Valley Treatment Plant CS	San Diego	Melinda  Houser	AGENCY Mailing	 PO Box 434  	Pauma Valley	92061		11/21/2006			
9SSO10682	Historical	9	San Diego County Dept of Public Works	Pine Valley Sd CS	San Diego	Daniel Brogadir	AGENCY Mailing	5510 Overland Avenue O350	San Diego	92123		11/08/2006			
9SSO10687	Active	9	Rainbow Municipal Water District	Rainbow Municipal Water Dist CS	San Diego	Ramon G Zuniga	AGENCY Mailing	3707 Old Highway 395  	Fallbrook	92028		10/30/2006			
9SSO10689	Active	9	San Diego County Dept of Public Works	Rancho Del Campo CS	San Diego	Daniel Brogadir	AGENCY Mailing	5510 Overland Avenue O350	San Diego	92123		11/08/2006			
9SSO10690	Active	9	Rancho Santa Fe Community Services District	Rancho Santa Fe San Dist Plant CS		Chuck  Duffy	AGENCY Mailing	605 Third Street 	Encinitas	92024		07/25/2007			
9SSO10691	Active	9	San Clemente City	City of San Clemente CS	Orange	Lawrence Mark Brotman	AGENCY Mailing	100 Calle Seville  	San Clemente	92040		09/19/2006			
9SSO10692	Active	9	CSU San Diego	San Diego State University CS	San Diego	Alvin  Shoemaker	AGENCY Mailing	5300 Campanile Drive 	San Diego	92115		11/16/2006			
9SSO10695	Active	9	Ramona MWD	San Vicente Treatment Plant CS	San Diego	Edward F Corbett	AGENCY Mailing	105 Earlham Street 	Ramona	92065		09/21/2006			
9SSO10696	Active	9	Rancho Santa Fe Community Services District	Santa Fe Valley CS	San Diego	Chuck  Duffy	AGENCY Mailing	605 Third Street 	Encinitas	92024		08/16/2006			
9SSO10697	Active	9	Santa Margarita Water District	Santa Margarita Water District CS	Orange	Eric E Smith	AGENCY Physical	26111 Antonio Parkway 	Rancho Santa Margarita	92688		11/06/2006			
9SSO10698	Active	9	Ramona MWD	Santa Maria CS	San Diego	Edward F Corbett	AGENCY Mailing	105 Earlham Street 	Ramona	92065		09/21/2006			
9SSO10699	Active	9	Rancho California Water District	Santa Rosa WRF-Recycled Wtr CS	Riverside	Mark Kaveney	AGENCY Physical	42135 Winchester Road 	Temecula	92590		07/17/2006			
9SSO10700	Active	9	Buena Sanitation District	Buena CS	San Diego	Elmer Alex	AGENCY Mailing	600 Eucalyptus Drive 	Vista	92084		10/16/2006			
9SSO10703	Active	9	South Coast Water District	South Coast Water District CS	San Diego	Jody  Brennan	AGENCY Mailing	 PO Box 30205  	Laguna Niguel	92607	05/16/2012	05/16/2012			
9SSO10706	Active	9	Eastern Municipal Water District	Temecula Valley RCS	San Diego	Jayne  Joy	AGENCY Physical	2270 Trumble Road 	Perris	92572		11/03/2006			
9SSO10707	Active	9	Trabuco Canyon WD	Trabuco Canyon Water District CS	Orange	Travis Jones	AGENCY Physical	32003 Dove Canyon Drive 	Trabuco Canyon	92679		10/10/2006			
9SSO10709	Active	9	UC San Diego	University Of California, San Diego CS	San Diego	Julie Hampel	AGENCY Physical	8602 La Jolla Shores Drive 	La Jolla	92093		11/03/2006			
9SSO10710	Active	9	US Marine Corps Base Camp Pendleton	USMC Base, Camp Pendleton CS	San Diego	Mark Bonsavage	AGENCY Physical	 Building 22165  	Camp Pendleton	92055		11/08/2006			
9SSO10712	Active	9	Whispering Palms Community Services District	Whispering Palms CS	San Diego	Chuck Duffy WP	AGENCY Mailing	605 Third Street 	Encinitas	92024		08/10/2006			
9SSO11172	Active	9	Solana Beach City	City Of Solana Beach CS	San Diego	Dan Goldberg	AGENCY Mailing	635 S Hwy 101  	Solana Beach	92075		05/21/2007			
9SSO11197	Active	9	Ca Dept of Corrections & Rehabilitation	R.J. Donovan Correctional Facility at Rock Mountain CS	San Diego	CATHERINE ANN RODRIGUEZ	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		08/29/2006			
9SSO11203	Active	9	Valley Center MWD	Woods Valley CS		Gary  Arant	AGENCY Mailing	29300 Valley Center Road 	Valley Center	92082	03/15/2010	03/15/2010	03/15/2015		
9SSO11209	Active	9	Carlsbad MWD	Carlsbad MWD CS	San Diego	Wendy  Chambers	LRO Mailing	5950 El Camino Real  	Carlsbad	92008		03/15/2007			
9SSO11210	Active	9	Leucadia Wastewater District	Leucadia Wastewater District CS	San Diego	Paul Bushee	AGENCY Mailing	1960 La Costa Avenue 	Carlsbad	92009		05/02/2006			
9SSO11213	Active	9	Murrieta WMWD	Murrieta WMWD CS	Riverside	Alex  Chang	AGENCY Physical	42290 Ivy Street 	Murrieta	92564	05/02/2006	04/02/2007	05/02/2011		
